read_name	read_strand	read_start	read_seg_length	chr	chr_strand	chr_start	chr_seg_length	sample_id
merge460-3	1	17308	222	chrX	1	22898929	226	17-20492
merge464-3	1	8275	303	chr11	1	19260967	303	17-20492
merge469-3	-1	11945	92	chr4	1	101749981	84	17-20492
merge469-3	1	9503	745	chr11	1	37743168	745	17-20492
merge469-3	1	10248	192	chr11	1	37743874	194	17-20492
merge469-3	1	10441	59	chr11	1	37744190	61	17-20492
merge469-3	1	10544	64	chr11	1	37744162	59	17-20492
merge469-3	-1	10745	92	chr11	1	37744185	107	17-20492
merge469-3	1	10700	116	chr11	1	37744151	108	17-20492
merge469-3	1	10827	41	chr11	1	37744169	41	17-20492
merge469-3	1	10873	106	chr11	1	37744151	106	17-20492
merge469-3	1	10979	178	chr11	1	37744163	176	17-20492
merge469-3	1	11161	61	chr2	1	114371146	59	17-20492
merge469-3	-1	10058	153	chr11	1	37744409	141	17-20492
merge469-3	1	11408	169	chr11	1	37744334	168	17-20492
merge469-3	1	11587	419	chr11	1	37744573	415	17-20492
merge469-3	1	12006	225	chr11	1	37744765	220	17-20492
merge426-3	-1	16623	57	chr2	1	228249786	57	17-20492
merge442-3	1	39962	129	chr12	1	17631703	129	17-20492
merge416-3	1	10781	306	chr1	1	109055112	306	17-20492
merge477-3	1	7313	306	chr8	1	63059025	306	17-20492
merge451-3	-1	27460	298	chr5	1	118046074	298	17-20492
merge451-3	-1	27297	163	chr10	1	33888755	163	17-20492
merge457-3	1	12676	61	chr21	1	23858432	61	17-20492
merge480-3	-1	942	313	chr13	1	46145628	313	17-20492
merge480-3	1	24410	941	chr11	1	128274137	933	17-20492
merge479-3	1	11964	57	chr5	1	132724799	57	17-20492
merge390-4	1	29199	332	chrX	1	123051659	332	17-20492
merge482-3	-1	12469	54	chr12	1	6878838	54	17-20492
merge473-3	-1	13686	316	chr7	1	119981357	316	17-20492
merge427-3	-1	11925	45	chr10	1	55350233	45	17-20492
merge486-3	1	8408	310	chr8	1	51735531	310	17-20492
merge466-3	-1	22072	56	chr3	1	89020249	56	17-20492
merge492-3	1	13269	50	chr12	1	79178969	50	17-20492
merge484-3	1	26250	33	chr6	1	74252779	33	17-20492
merge468-3	-1	5551	317	chr8	1	122704517	317	17-20492
merge475-3	1	46887	76	chr16	1	8364235	76	17-20492
merge491-3	-1	3465	67	chr12	1	75616315	67	17-20492
merge470-3	-1	15964	50	chrX	1	27869931	50	17-20492
merge450-3	-1	18219	58	chr12	1	18559805	58	17-20492
merge490-3	-1	13659	268	chr5	1	80743596	268	17-20492
merge500-3	1	5160	316	chr3	1	26843347	316	17-20492
merge481-3	1	6116	64	chrX	1	19703697	64	17-20492
merge508-3	1	0	305	chr5	1	176610430	308	17-20492
merge508-3	-1	14891	27	chr11	1	68476460	27	17-20492
merge508-3	1	333	624	chr5	1	176610738	624	17-20492
merge509-3	-1	8573	30	chr22	1	26796096	30	17-20492
merge503-3	-1	13637	148	chr19	1	33757430	148	17-20492
merge497-3	-1	18647	319	chr11	1	49403545	319	17-20492
merge510-3	-1	25937	29	chr2	1	123138185	29	17-20492
merge510-3	1	13766	521	chr14	1	84443730	521	17-20492
merge511-3	-1	7161	207	chr1	1	231167317	207	17-20492
merge393-4	-1	34331	39	chr11	1	107460477	39	17-20492
merge504-3	-1	18298	44	chr3	1	151579874	44	17-20492
merge499-3	1	21270	315	chr1	1	232287385	315	17-20492
merge471-3	-1	8838	62	chr1	1	51711471	62	17-20492
merge506-3	1	66101	77	chr17	1	27364636	77	17-20492
merge506-3	1	66178	733	chr14	1	51942605	711	17-20492
merge523-3	1	11718	328	chr3	1	85897241	328	17-20492
merge519-3	1	7444	129	chr2	1	126462378	133	17-20492
merge456-3	-1	17741	315	chr1	1	173975615	315	17-20492
merge456-3	1	44836	47	chr2	1	32916251	47	17-20492
merge456-3	-1	0	591	chr10	1	72215986	494	17-20492
merge494-3	1	2210	111	chr14	1	101918504	114	17-20492
merge514-3	-1	38016	55	chr15	1	34219362	55	17-20492
merge520-3	1	4882	59	chr8	1	92034697	59	17-20492
merge485-3	1	14353	312	chr12	1	39613108	312	17-20492
merge534-3	-1	19454	68	chr12	1	1440600	68	17-20492
merge516-3	1	8697	65	chr13	1	29835114	65	17-20492
merge525-3	1	22509	63	chr19	1	52561157	63	17-20492
merge507-3	-1	13296	193	chr5	1	179245589	193	17-20492
merge483-3	-1	34089	70	chr7	1	5821696	70	17-20492
merge524-3	-1	20467	58	chr13	1	97741464	58	17-20492
merge542-3	1	4329	98	chrX	1	46827531	98	17-20492
merge544-3	-1	28709	300	chr8	1	7916349	300	17-20492
merge551-3	-1	15340	306	chr21	1	37720700	306	17-20492
merge512-3	-1	14781	204	chr1	1	82576976	204	17-20492
merge556-3	1	9352	61	chrX	1	10137051	61	17-20492
merge563-3	-1	15740	96	chr21	1	46069334	94	17-20492
merge563-3	-1	15712	28	chr8	1	29662214	28	17-20492
merge563-3	-1	15551	156	chr21	1	46068642	148	17-20492
merge563-3	-1	15293	258	chr21	1	46068916	278	17-20492
merge563-3	-1	1086	102	chr21	1	46054913	101	17-20492
merge563-3	-1	876	210	chr21	1	46054870	208	17-20492
merge563-3	-1	624	250	chr21	1	46054844	242	17-20492
merge563-3	-1	449	165	chr21	1	46054804	168	17-20492
merge563-3	-1	0	445	chr21	1	46054601	442	17-20492
merge553-3	-1	8285	28	chr2	1	108396490	28	17-20492
merge549-3	-1	17323	60	chr9	1	75846220	60	17-20492
merge555-3	-1	7811	69	chr5	1	14511661	69	17-20492
merge557-3	1	12385	60	chr20	1	59967815	60	17-20492
merge554-3	1	7374	51	chr1	1	211219077	51	17-20492
merge547-3	-1	20144	95	chr3	1	184674387	91	17-20492
merge575-3	-1	22724	45	chr2	1	218616928	45	17-20492
merge529-3	1	49809	85	chr7	1	16732422	85	17-20492
merge574-3	1	0	875	chr2	1	145612407	854	17-20492
merge574-3	1	4864	79	chr15	1	20058335	82	17-20492
merge574-3	1	4943	93	chrX	1	27696261	91	17-20492
merge565-3	1	46460	109	chr13	1	102161597	109	17-20492
merge571-3	-1	7999	70	chr17	1	18917549	70	17-20492
merge578-3	-1	8036	115	chr3	1	114747831	115	17-20492
merge573-3	1	31403	99	chr2	1	138115267	99	17-20492
merge573-3	-1	22692	76	chr2	1	138115217	76	17-20492
merge586-3	-1	6705	195	chr7	1	566403	203	17-20492
merge586-3	-1	6315	379	chr7	1	566403	352	17-20492
merge584-3	1	27414	45	chr3	1	105368220	45	17-20492
merge498-3	-1	32647	55	chr13	1	72844764	55	17-20492
merge583-3	1	19399	136	chr6	1	112640430	136	17-20492
merge569-3	1	28872	86	chr12	1	67540457	86	17-20492
merge566-3	-1	16430	234	chr5	1	34327457	234	17-20492
merge582-3	1	23375	318	chr16	1	70085862	317	17-20492
merge577-3	-1	25657	111	chr14	1	77269672	111	17-20492
merge543-3	-1	41480	58	chr12	1	45482416	58	17-20492
merge543-3	-1	1359	370	chr5	1	56132744	357	17-20492
merge543-3	-1	1285	74	chr5	1	56134005	71	17-20492
merge543-3	-1	1006	279	chr5	1	56132443	258	17-20492
merge543-3	-1	966	40	chr5	1	56133833	40	17-20492
merge543-3	-1	0	966	chr5	1	56131525	895	17-20492
merge588-3	-1	3326	102	chr12	1	113489038	98	17-20492
merge599-3	1	5003	322	chr9	1	98266475	322	17-20492
merge598-3	-1	20233	304	chr3	1	35010189	304	17-20492
merge540-3	-1	33970	129	chr7	1	44911028	129	17-20492
merge602-3	1	7808	91	chr2	1	212747746	91	17-20492
merge608-3	-1	3015	316	chr3	1	132277298	316	17-20492
merge611-3	-1	7782	40	chrX	1	34332096	40	17-20492
merge603-3	1	18177	109	chr21	1	30420798	109	17-20492
merge613-3	1	11069	45	chr17	1	67086618	45	17-20492
merge591-3	1	45596	320	chr1	1	38870510	320	17-20492
merge604-3	1	33413	53	chr19	1	7385833	53	17-20492
merge616-3	1	9555	215	chr4	1	177235679	215	17-20492
merge601-3	1	6735	54	chr3	1	59180871	54	17-20492
merge623-3	1	16625	36	chr5	1	60817677	36	17-20492
merge559-3	1	26340	68	chr3	1	130209366	68	17-20492
merge592-3	1	28703	319	chr3	1	3831531	319	17-20492
merge606-3	1	8953	320	chr1	1	109055098	320	17-20492
merge618-3	1	19622	57	chr12	1	33080739	57	17-20492
merge627-3	1	17733	324	chr10	1	102885506	324	17-20492
merge631-3	-1	3435	927	chr6	1	142970108	921	17-20492
merge631-3	1	927	65	chr6	1	75208167	65	17-20492
merge619-3	1	4284	84	chr20	1	10395110	84	17-20492
merge609-3	1	6321	91	chr1	1	107993107	91	17-20492
merge630-3	1	8511	321	chr2	1	38844349	319	17-20492
merge635-3	1	2509	63	chr14	1	55402910	63	17-20492
merge615-3	1	5485	89	chrX	1	46383668	76	17-20492
merge637-3	1	1097	185	chr7	1	158998755	190	17-20492
merge637-3	1	1288	523	chr7	1	158997926	520	17-20492
merge637-3	1	1811	292	chr7	1	158998294	293	17-20492
merge628-3	1	1222	208	chr2	1	66319648	208	17-20492
merge634-3	1	15868	308	chr1	1	69561646	308	17-20492
merge620-3	-1	4122	79	chr9	1	81511255	79	17-20492
merge638-3	-1	13375	123	chr5	1	105771734	125	17-20492
merge617-3	1	27062	57	chr4	1	101950017	57	17-20492
merge636-3	1	0	438	chr7	1	146711711	437	17-20492
merge636-3	1	438	164	chr7	1	146712175	162	17-20492
merge636-3	-1	16160	133	chrX	1	50226853	119	17-20492
merge636-3	1	9417	518	chr7	1	146720943	479	17-20492
merge636-3	-1	15571	67	chr13	1	73209002	67	17-20492
merge636-3	1	10002	222	chr7	1	146721454	218	17-20492
merge636-3	1	10224	408	chr7	1	146721468	386	17-20492
merge636-3	-1	14896	40	chr10	1	53878286	40	17-20492
merge624-3	1	29436	69	chr5	1	123969124	69	17-20492
merge622-3	-1	31623	303	chr5	1	52935972	303	17-20492
merge639-3	1	23776	57	chr20	1	40193015	57	17-20492
merge600-3	-1	16155	310	chr1	1	24631930	310	17-20492
merge581-3	1	20086	317	chr16	1	70085862	317	17-20492
merge561-3	1	46769	47	chr3	1	87610406	47	17-20492
merge580-3	1	37119	313	chr8	1	78427775	313	17-20492
merge633-3	1	7195	69	chr1	1	12042655	69	17-20492
merge632-3	-1	23411	54	chr10	1	130757010	54	17-20492
